"","election","male","occupation","employment","union_both","region","union","degree","quebec","age","religion","vote","income","redistribution","market_liberalism","immigration_rates","traditionalism2","turnout","mip","personal_retrospective","efficacy_external","efficacy_external2","efficacy_internal","political_efficacy","foreign","non_charter_language","language","party_id","income_tertile","income2","sector","occupation3","ideology","traditionalism","trad1","trad2","market1","market2","education","national_retrospective","vote3","postgrad","enviro","pol_interest","satdem","satdem2","household","promise","trust","inequality","efficacy_rich","region2","region3","female","vote2","ndp","liberal","conservative","bloc","green","ndp_vs_right","liberal_vs_right","bloc_vs_right","ndp_vs_liberal","left","right","religion2","catholic","no_religion","occupation2","occupation4","working_class","working_class2","working_class3","working_class4","upper_class","upper_class2","rich","poor","1965","1968","1972","1974","1979","1980","1984","1988","1993","1997","2000","2004","2006","2008","2011","2015","2019","Period","redistribution_reversed","economic","social"
"487","1965",0,3,1,NA,NA,NA,0,1,67,1,NA,3,NA,NA,NA,NA,0,16,0.5,0,1,0,0.333333333333333,0,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"488","1965",0,5,0,NA,NA,NA,0,1,24,1,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"489","1965",1,2,1,NA,NA,NA,0,1,55,1,1,2,NA,NA,NA,NA,1,6,0.5,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Managers",NA,0,0,NA,0,1,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"490","1965",0,4,0,NA,NA,NA,0,1,30,1,NA,2,NA,NA,NA,NA,0,15,0,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"491","1965",0,5,1,NA,NA,NA,0,1,34,1,1,1,NA,NA,NA,NA,1,6,0,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"492","1965",0,2,1,NA,NA,NA,0,1,40,1,1,5,NA,NA,NA,NA,1,4,0.5,1,1,1,1,0,0,0,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Managers",NA,0,0,NA,0,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"493","1965",0,NA,1,NA,NA,NA,0,1,62,1,1,5,NA,NA,NA,NA,1,16,0.5,0,1,1,0.666666666666667,0,0,0,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,NA,NA,NA,0,NA,0,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"494","1965",1,2,0,NA,NA,NA,0,1,65,1,0,2,NA,NA,NA,NA,1,0,0.5,0,0,1,0.333333333333333,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,"Catholic",1,0,"Managers",NA,0,0,NA,0,1,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"495","1965",1,5,1,NA,NA,NA,0,1,39,1,2,2,NA,NA,NA,NA,1,9,1,0,0,0,0,0,0,0,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"496","1965",1,5,NA,0,NA,0,0,1,36,1,2,2,NA,NA,NA,NA,1,0,0,0,1,1,0.666666666666667,0,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"497","1965",1,1,1,0,NA,0,0,1,58,1,2,4,NA,NA,NA,NA,1,16,0.5,1,1,1,1,0,0,0,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Professionals",NA,0,0,NA,0,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"498","1965",1,4,0,NA,NA,NA,0,1,25,1,2,2,NA,NA,NA,NA,1,6,0.5,0,0,0,0,0,0,0,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"499","1965",0,1,1,0,NA,0,0,1,47,1,1,4,NA,NA,NA,NA,1,0,0.5,0,1,1,0.666666666666667,0,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Professionals",NA,0,0,NA,0,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"500","1965",0,5,1,NA,NA,NA,0,1,21,1,NA,2,NA,NA,NA,NA,0,12,0.5,0,0,0,0,0,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"501","1965",1,4,0,NA,NA,NA,0,1,25,1,2,1,NA,NA,NA,NA,1,6,0.5,0,0,0,0,0,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"502","1965",1,5,1,NA,NA,NA,0,1,30,1,2,2,NA,NA,NA,NA,1,9,0,0,0,0,0,0,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"503","1965",1,5,1,0,NA,0,0,1,57,1,NA,2,NA,NA,NA,NA,0,9,0.5,0,0,1,0.333333333333333,0,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"504","1965",1,5,1,0,NA,0,0,1,55,1,2,2,NA,NA,NA,NA,1,9,0.5,0,0,1,0.333333333333333,0,0,0,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"505","1965",1,4,1,1,NA,1,0,1,58,1,1,2,NA,NA,NA,NA,1,3,0,0,0,1,0.333333333333333,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"506","1965",0,5,1,0,NA,0,0,1,30,1,2,2,NA,NA,NA,NA,1,9,0,1,0,1,0.666666666666667,0,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"507","1965",0,5,1,1,NA,1,0,1,46,1,2,2,NA,NA,NA,NA,1,4,0.5,1,0,1,0.666666666666667,0,0,0,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"508","1965",1,NA,1,NA,NA,NA,0,1,70,1,2,NA,NA,NA,NA,NA,1,12,0.5,1,0,1,0.666666666666667,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,NA,NA,NA,0,NA,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"509","1965",0,5,1,0,NA,0,0,1,45,1,2,3,NA,NA,NA,NA,1,16,0,0,0,1,0.333333333333333,0,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"510","1965",1,5,1,0,NA,0,0,1,48,1,1,3,NA,NA,NA,NA,1,9,0.5,1,1,1,1,0,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"511","1965",1,3,1,NA,NA,NA,0,1,28,1,1,2,NA,NA,NA,NA,1,9,0,0,0,1,0.333333333333333,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"512","1965",1,4,1,1,NA,1,0,1,48,1,0,2,NA,NA,NA,NA,1,6,0,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"513","1965",1,NA,1,NA,NA,NA,0,1,78,1,2,2,NA,NA,NA,NA,1,6,0,0,1,1,0.666666666666667,0,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,NA,NA,NA,0,NA,0,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"514","1965",0,5,1,1,NA,1,0,1,29,1,2,3,NA,NA,NA,NA,1,6,0,0,0,1,0.333333333333333,0,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Conservative",0,0,1,0,0,0,0,0,NA,0,1,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"515","1965",0,4,1,NA,NA,NA,0,1,30,1,1,4,NA,NA,NA,NA,1,9,0.5,1,0,1,0.666666666666667,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"516","1965",0,3,1,NA,NA,NA,0,1,44,1,NA,4,NA,NA,NA,NA,0,4,0.5,0,0,0,0,0,0,0,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"517","1965",0,4,0,1,NA,1,0,1,23,1,3,2,NA,NA,NA,NA,1,9,1,0,0,1,0.333333333333333,0,0,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"NDP",1,0,0,0,0,1,NA,NA,1,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"518","1965",1,5,1,1,NA,1,0,1,36,1,1,2,NA,NA,NA,NA,1,7,0.5,0,1,0,0.333333333333333,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"519","1965",0,1,1,0,NA,0,0,1,21,1,NA,2,NA,NA,NA,NA,0,16,1,0,0,1,0.333333333333333,0,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Professionals",NA,0,0,NA,0,1,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"520","1965",1,3,1,0,NA,0,1,1,30,1,0,5,NA,NA,NA,NA,1,6,1,1,0,1,0.666666666666667,0,0,0,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"521","1965",1,4,1,NA,NA,NA,0,1,53,1,1,5,NA,NA,NA,NA,1,0,0.5,0,0,0,0,0,0,0,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"522","1965",0,1,1,NA,NA,NA,0,1,44,1,3,5,NA,NA,NA,NA,1,4,1,0,1,1,0.666666666666667,0,0,0,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"NDP",1,0,0,0,0,1,NA,NA,1,1,0,"Catholic",1,0,"Professionals",NA,0,0,NA,0,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"523","1965",1,4,1,0,NA,0,0,1,41,1,1,4,NA,NA,NA,NA,1,7,0.5,0,1,1,0.666666666666667,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"524","1965",0,3,1,NA,NA,NA,0,1,33,1,NA,NA,NA,NA,NA,NA,NA,4,0.5,0,1,0,0.333333333333333,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"525","1965",0,4,1,NA,NA,NA,0,1,30,1,1,2,NA,NA,NA,NA,1,13,1,0,0,0,0,0,0,0,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"526","1965",0,4,1,NA,NA,NA,0,1,50,2,3,3,NA,NA,NA,NA,1,NA,0.5,0,0,0,0,0,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"NDP",1,0,0,0,0,1,NA,NA,1,1,0,"Protestant",0,0,"Working_Class",NA,1,1,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"527","1965",0,4,1,1,NA,1,0,1,40,1,1,3,NA,NA,NA,NA,1,NA,1,1,0,0,0.333333333333333,0,0,0,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Working_Class",NA,1,1,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"528","1965",0,3,1,NA,NA,NA,0,1,26,1,NA,1,NA,NA,NA,NA,0,16,0.5,NA,0,1,0.5,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"529","1965",0,NA,1,NA,NA,NA,0,1,76,1,NA,1,NA,NA,NA,NA,0,4,0.5,1,1,0,0.666666666666667,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,NA,NA,NA,0,NA,0,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"530","1965",0,3,1,NA,NA,NA,0,1,21,1,1,1,NA,NA,NA,NA,1,9,0.5,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"531","1965",1,2,1,0,NA,0,0,1,36,1,1,2,NA,NA,NA,NA,1,6,1,0,0,0,0,0,0,0,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Managers",NA,0,0,NA,0,1,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"532","1965",0,3,1,NA,NA,NA,0,1,35,1,1,4,NA,NA,NA,NA,1,7,1,0,0,0,0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"533","1965",1,3,1,0,NA,0,0,1,42,1,1,5,NA,NA,NA,NA,1,4,1,0,1,1,0.666666666666667,0,0,0,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"534","1965",0,3,1,0,NA,0,0,1,46,1,1,4,NA,NA,NA,NA,1,0,1,1,0,1,0.666666666666667,0,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Routine_Nonmanual",NA,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"535","1965",0,NA,1,1,NA,1,0,1,37,1,0,1,NA,NA,NA,NA,1,4,0,0,1,0,0.333333333333333,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,1,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,"Catholic",1,0,NA,NA,NA,0,NA,0,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"536","1965",1,1,1,0,NA,0,1,1,40,1,NA,4,NA,NA,NA,NA,0,9,0.5,0,0,0,0,0,0,0,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catholic",1,0,"Professionals",NA,0,0,NA,0,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"537","1965",1,2,1,NA,NA,NA,0,1,36,1,1,5,NA,NA,NA,NA,1,9,1,1,1,0,0.666666666666667,0,0,0,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quebec",NA,0,"Liberal",0,1,0,0,0,NA,1,NA,0,1,0,"Catholic",1,0,"Managers",NA,0,0,NA,0,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
